Player,Draft Year,Height (in),Weight (lbs),Wingspan (in),Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
Matthew Mayer,2022,80.0,216.4,82.5,BAYL,33,22.7,9.8,3.6,8.8,0.409,1.3,4.1,0.324,1.3,1.8,0.7,1.2,3.8,5.0,1.0,1.2,0.8,1.0,2.5
Bryce McGowens,2022,77.25,181.2,80.75,UNL,31,33.3,16.8,5.2,12.8,0.403,1.3,4.7,0.274,5.2,6.3,0.831,0.7,4.5,5.2,1.4,0.7,0.3,2.1,2.0
Aminu Mohammed,2022,75.5,212.8,83.0,GTOWN,31,32.5,13.7,4.6,12.2,0.379,0.6,1.9,0.31,3.9,5.5,0.722,3.2,5.0,8.2,1.8,1.6,0.6,2.2,2.6
Iverson Molinar,2022,74.25,183.2,80.0,MISST,34,34.1,17.5,6.0,13.3,0.454,0.8,3.1,0.252,4.6,5.4,0.868,0.5,2.6,3.1,3.6,1.2,0.4,2.4,1.5
Keegan Murray,2022,,-,,IOWA,35,31.9,23.5,8.8,15.8,0.554,1.9,4.7,0.398,4.1,5.4,0.747,2.9,5.8,8.7,1.5,1.3,1.9,1.1,1.9
Andrew Nembhard,2022,75.0,195.6,77.75,ZAGS,32,32.1,11.8,4.4,9.7,0.452,1.6,4.2,0.383,1.5,1.7,0.873,0.4,2.9,3.4,5.8,1.6,0.1,1.9,2.0
Jared Rhoden,2022,,-,,SETON,31,33.2,15.5,5.4,13.8,0.39,1.2,3.6,0.336,3.5,4.4,0.803,1.2,5.5,6.7,1.2,1.2,0.6,1.8,2.1
Orlando Robinson,2022,81.75,244.4,88.0,FRSNO,36,33.0,19.4,7.0,14.4,0.484,1.0,2.9,0.352,4.5,6.3,0.716,2.6,5.8,8.4,2.9,1.0,1.2,2.5,2.4
David Roddy,2022,76.5,260.8,83.5,COLST,31,32.9,19.2,7.2,12.5,0.571,1.5,3.4,0.438,3.4,4.9,0.691,1.8,5.7,7.5,2.9,1.2,1.1,2.3,2.3
Ryan Rollins,2022,74.0,179.2,81.75,U of T,34,32.7,18.9,6.8,14.6,0.468,1.4,4.4,0.311,3.8,4.8,0.802,0.7,5.3,6.0,3.6,1.7,0.3,2.2,2.4
Dereon Seabron,2022,76.75,182.4,80.75,NCST,32,35.8,17.3,6.3,12.7,0.491,0.3,1.3,0.256,4.5,6.3,0.713,2.7,5.5,8.2,3.2,1.4,0.1,2.4,1.6
Terquavion Smith,2022,74.25,165.2,78.5,NCST,32,31.6,16.3,5.7,14.3,0.398,3.0,8.1,0.369,1.9,2.7,0.698,0.9,3.2,4.1,2.1,1.3,0.5,1.7,2.2
Julian Strawther,2022,77.75,207.6,81.5,ZAGS,32,26.8,11.8,4.2,8.5,0.498,1.7,4.6,0.365,1.7,2.4,0.705,1.3,4.1,5.4,1.0,0.5,0.2,0.8,2.0
Drew Timme,2022,80.25,231.6,86.0,ZAGS,32,28.1,18.4,7.3,12.4,0.586,0.3,0.9,0.286,3.7,5.4,0.678,1.8,4.9,6.8,2.8,0.3,0.8,2.5,1.6
Jabari Walker,2022,78.75,213.8,82.75,COLO,33,28.1,14.6,4.8,10.5,0.461,1.1,3.2,0.346,3.8,4.9,0.784,2.1,7.3,9.4,1.2,0.7,0.7,2.3,2.5
Blake Wesley,2022,75.0,187.2,81.25,ND,35,29.3,14.4,5.1,12.6,0.404,1.5,5.1,0.303,2.7,4.1,0.657,0.7,3.0,3.7,2.4,1.3,0.1,2.2,1.9
Alondes Williams,2022,75.75,209.0,79.0,WF,35,34.1,18.5,6.9,13.6,0.507,1.1,4.1,0.282,3.6,5.2,0.691,1.4,5.0,6.4,5.2,1.2,0.4,3.6,2.1
Jalen Williams,2022,76.5,209.2,86.25,SCU,33,34.8,18.0,6.6,12.9,0.513,1.3,3.2,0.396,3.5,4.3,0.809,0.6,3.8,4.4,4.2,1.2,0.5,2.1,2.6
Jaylin Williams,2022,80.75,236.6,85.0,ARK,37,31.7,10.9,3.8,8.3,0.461,0.5,1.9,0.239,2.8,3.8,0.729,1.5,8.3,9.8,2.6,1.3,1.1,1.8,2.6
Trevion Williams,2022,79.25,264.6,86.75,PURD,37,19.9,12.0,4.9,9.0,0.547,0.1,0.4,0.357,2.0,3.4,0.597,2.3,5.2,7.4,3.0,0.9,0.6,2.1,2.1
Bryson Williams,2022,,-,,TXTCH,37,25.6,14.1,5.5,10.3,0.535,1.1,2.6,0.417,2.0,2.6,0.755,1.4,2.8,4.2,1.1,0.5,0.4,1.3,2.2
Mark Williams,2022,84.0,242.4,90.5,DUKE,39,23.5,11.2,4.9,6.8,0.721,0.0,0.0,0.0,1.4,2.0,0.727,2.6,4.8,7.4,0.9,0.5,2.8,0.9,2.1
Jalen Wilson,2022,,-,,KU,37,29.4,11.1,4.0,8.7,0.461,0.8,3.1,0.263,2.2,3.1,0.722,1.6,5.8,7.4,1.8,0.9,0.4,1.3,2.2
Trey Alexander,2023,75.25,184.6,82.0,CREI,37,32.2,13.6,4.6,10.2,0.447,1.8,4.4,0.41,2.6,3.2,0.824,0.3,3.9,4.2,2.6,1.1,0.5,1.5,1.7
Amari Bailey,2023,75.25,190.8,79.0,UCLA,30,26.8,11.2,4.5,9.1,0.495,0.7,1.8,0.389,1.5,2.1,0.698,0.8,3.0,3.8,2.2,1.1,0.3,2.4,1.7
Emoni Bates,2023,80.25,179.2,81.0,EMICH,30,33.5,19.2,6.4,15.9,0.405,2.5,7.7,0.33,3.8,4.9,0.782,0.7,5.1,5.8,1.4,0.7,0.5,2.5,2.3
Anthony Black,2023,77.75,210.0,79.5,ARK,36,34.3,12.8,4.1,9.1,0.453,0.8,2.6,0.301,3.7,5.3,0.705,1.3,3.8,5.1,3.9,2.1,0.6,3.0,2.6
Kobe Brown,2023,78.5,252.2,84.75,MZZOU,34,29.5,15.8,5.7,10.3,0.553,1.5,3.3,0.455,2.9,3.7,0.792,1.8,4.6,6.4,2.5,1.5,0.4,1.6,2.5
Kobe Bufkin,2023,76.25,186.8,79.75,MICH,33,34.0,14.0,5.2,10.9,0.482,1.3,3.7,0.355,2.2,2.6,0.849,0.8,3.8,4.5,2.9,1.3,0.7,1.9,2.4
Toumani Camara,2023,79.0,220.4,84.5,DAY,34,30.0,13.9,5.2,9.6,0.546,0.9,2.4,0.363,2.6,3.9,0.669,2.3,6.3,8.6,1.7,1.2,0.8,2.1,2.6
Jaylen Clark,2023,76.0,204.2,81.0,UCLA,30,30.5,13.0,4.9,10.3,0.481,0.9,2.6,0.329,2.2,3.2,0.698,1.9,4.1,6.0,1.9,2.6,0.3,1.2,2.1
Ricky Council IV,2023,77.0,208.0,81.0,ARK,36,34.1,16.1,5.2,12.0,0.433,0.9,3.5,0.27,4.8,6.1,0.794,0.9,2.7,3.6,2.3,1.1,0.3,2.1,1.8
Gradey Dick,2023,78.25,204.0,80.75,KU,36,32.8,14.1,4.8,10.9,0.442,2.3,5.7,0.403,2.1,2.5,0.854,1.1,4.0,5.1,1.7,1.4,0.3,1.3,2.1
Zach Edey,2023,87.25,306.4,94.5,PURD,34,31.8,22.3,8.5,14.1,0.607,0.0,0.0,0.0,5.2,7.1,0.734,5.5,7.4,12.9,1.5,0.2,2.1,2.3,1.6
Adam Flagler,2023,73.0,191.8,76.5,BAYL,32,33.6,15.6,5.3,12.3,0.426,2.5,6.3,0.4,2.6,3.3,0.79,0.3,2.1,2.4,4.6,1.2,0.1,1.7,2.0
Keyonte George,2023,,-,,BAYL,33,28.8,15.3,4.7,12.5,0.376,2.3,6.9,0.338,3.6,4.5,0.793,1.0,3.2,4.2,2.8,1.1,0.2,2.9,2.1
Mouhamed Gueye,2023,82.25,212.6,87.25,WSU,33,32.2,14.3,5.6,11.5,0.488,0.3,1.2,0.275,2.7,4.0,0.674,3.4,5.0,8.4,1.9,0.8,0.8,2.3,2.8
Jordan Hawkins,2023,76.25,186.0,78.75,UConn,37,29.4,16.2,4.9,12.0,0.409,2.9,7.6,0.388,3.4,3.8,0.887,1.0,2.8,3.8,1.3,0.7,0.5,1.4,2.2
Taylor Hendricks,2023,80.25,213.6,84.5,UCF,34,34.7,15.1,5.4,11.3,0.478,1.8,4.6,0.394,2.5,3.2,0.782,2.4,4.6,7.0,1.4,0.9,1.7,1.4,2.0
DaRon Holmes II,2023,81.0,220.8,84.5,DAY,34,34.2,18.4,6.8,11.5,0.59,0.2,0.6,0.316,4.6,6.9,0.669,2.9,5.2,8.1,1.7,0.7,1.9,2.3,2.1
Jalen Hood-Schifino,2023,76.25,216.6,82.25,IU,32,33.1,13.5,5.3,12.6,0.417,1.2,3.5,0.333,1.8,2.4,0.776,0.4,3.7,4.1,3.7,0.8,0.3,2.8,2.4
Jett Howard,2023,,-,,MICH,29,31.7,14.2,4.7,11.4,0.414,2.7,7.3,0.368,2.1,2.6,0.8,0.3,2.6,2.8,2.0,0.4,0.7,1.3,2.2
Trayce Jackson-Davis,2023,80.25,240.4,85.0,IU,32,34.6,20.9,8.2,14.1,0.582,0.0,0.0,0.0,4.6,6.6,0.695,2.8,8.0,10.8,4.0,0.8,2.9,2.6,1.7
Keyontae Johnson,2023,76.0,238.6,84.0,KSU,36,34.1,17.4,6.6,12.7,0.516,1.3,3.2,0.405,3.0,4.2,0.715,1.5,5.3,6.8,2.1,1.0,0.2,2.9,2.4
Colby Jones,2023,76.5,199.2,80.0,XAV,36,34.1,15.0,5.8,11.3,0.509,1.3,3.3,0.378,2.3,3.4,0.653,1.3,4.5,5.7,4.4,1.3,0.6,2.3,2.1
Ryan Kalkbrenner,2023,84.75,251.8,89.0,CREI,34,32.3,15.9,6.4,9.3,0.695,0.2,0.6,0.316,2.9,3.6,0.795,2.5,3.6,6.1,1.2,0.6,2.1,1.5,1.9
Arthur Kaluma,2023,78.25,221.8,84.5,CREI,37,29.5,11.8,3.9,9.3,0.423,1.1,3.6,0.311,2.8,3.8,0.736,1.6,4.4,6.0,1.6,0.5,0.6,2.1,2.2
Maxwell Lewis,2023,78.25,207.2,84.0,PEPP,31,31.4,17.1,6.1,12.9,0.469,1.5,4.2,0.351,3.5,4.4,0.787,1.2,4.5,5.7,2.8,0.8,0.8,3.3,2.7
Seth Lundy,2023,76.0,214.4,82.25,PENST,36,31.6,14.2,4.6,10.2,0.45,2.6,6.4,0.4,2.4,3.0,0.807,0.9,5.3,6.3,0.9,0.8,0.6,0.9,2.2
Jordan Miller,2023,76.5,191.6,83.75,UMFL,37,34.8,15.3,5.9,10.8,0.545,0.9,2.5,0.352,2.6,3.4,0.784,2.1,4.2,6.2,2.7,1.2,0.4,1.3,1.7
Brandon Miller,2023,,-,,UA,37,32.7,18.8,6.0,13.9,0.43,2.9,7.5,0.384,3.9,4.6,0.859,2.1,6.2,8.2,2.1,0.9,0.9,2.2,2.4
Judah Mintz,2023,75.0,176.4,75.5,SYRA,32,33.4,16.3,5.7,12.8,0.443,0.6,2.1,0.303,4.3,5.8,0.751,0.3,1.9,2.3,4.6,1.8,0.1,2.4,2.1
Omari Moore,2023,77.25,188.6,81.75,SJSU,35,36.4,17.4,6.3,14.8,0.429,1.9,5.7,0.338,2.8,3.7,0.758,0.9,3.9,4.7,4.8,0.7,0.7,2.6,1.2
Kris Murray,2023,79.75,212.8,83.75,IOWA,29,34.8,20.2,7.5,15.7,0.476,2.3,6.8,0.335,3.0,4.1,0.729,2.8,5.2,7.9,2.0,1.0,1.2,1.5,2.1
Grant Nelson,2023,82.0,223.4,84.0,NDSU,30,30.7,17.9,6.6,12.7,0.521,0.8,3.1,0.269,3.8,5.2,0.72,2.2,7.1,9.3,2.1,0.8,1.7,2.6,2.7
Jalen Pickett,2023,74.0,197.8,79.25,PENST,37,36.6,17.7,7.0,13.8,0.508,1.2,3.2,0.381,2.4,3.2,0.763,1.2,6.2,7.4,6.6,0.9,0.5,2.3,2.1
Brandin Podziemski,2023,75.75,203.8,77.5,SCU,32,36.0,19.9,6.9,14.4,0.483,2.5,5.8,0.438,3.5,4.5,0.771,1.8,7.0,8.8,3.7,1.8,0.5,2.3,1.9
Olivier-Maxence Prosper,2023,78.75,212.4,85.0,MARQ,36,29.1,12.5,4.2,8.1,0.512,1.1,3.2,0.339,3.1,4.2,0.735,1.7,3.0,4.7,0.7,0.9,0.1,1.4,2.3
Adama Sanogo,2023,79.25,257.8,86.75,UConn,39,26.6,17.2,7.1,11.7,0.606,0.5,1.3,0.365,2.5,3.3,0.766,2.6,5.1,7.7,1.3,0.7,0.8,1.9,2.7
Marcus Sasser,2023,73.25,195.6,79.0,U of H,36,30.8,16.8,5.3,12.1,0.438,2.7,6.9,0.384,3.6,4.2,0.848,0.4,2.5,2.8,3.1,1.6,0.2,1.6,1.5
Brice Sensabaugh,2023,,-,,OSU,33,24.4,16.3,6.0,12.4,0.48,1.8,4.5,0.405,2.5,3.0,0.83,1.3,4.1,5.4,1.2,0.5,0.4,2.0,2.5
Ben Sheppard,2023,77.25,194.6,79.75,BLMNT,32,34.3,18.8,6.8,14.2,0.475,2.5,6.0,0.415,2.8,4.2,0.684,0.6,4.6,5.2,2.9,1.4,0.2,2.2,2.1
Jalen Slawson,2023,78.5,221.6,83.75,FRMN,36,30.6,15.6,5.4,9.7,0.555,1.1,2.9,0.39,3.7,4.8,0.775,1.8,5.3,7.1,3.2,1.5,1.5,2.6,2.8
Terquavion Smith,2023,74.5,163.2,78.75,NCST,34,33.7,17.9,6.1,16.1,0.38,2.7,8.0,0.336,3.0,4.3,0.701,0.7,2.9,3.6,4.1,1.4,0.4,2.2,2.4
Julian Strawther,2023,78.0,208.8,81.25,ZAGS,37,31.2,15.2,5.1,10.9,0.469,2.2,5.3,0.408,2.8,3.6,0.776,0.8,5.5,6.2,1.3,0.8,0.4,1.5,2.1
Drew Timme,2023,80.75,243.2,85.75,ZAGS,37,31.6,21.2,8.5,13.7,0.616,0.1,0.6,0.167,4.2,6.7,0.632,2.6,5.0,7.5,3.2,0.6,1.0,2.6,2.2
Nae'Qwan Tomlin,2023,,-,,KSU,36,27.2,10.4,4.1,8.2,0.5,0.5,1.9,0.275,1.7,2.3,0.738,2.2,3.6,5.9,1.2,1.2,1.0,1.3,2.9
Oscar Tshiebwe,2023,79.25,253.6,87.5,UK,32,33.5,16.5,6.1,10.9,0.56,0.0,0.1,0.0,4.3,5.9,0.729,5.8,7.9,13.7,1.6,1.6,1.0,2.0,2.9
Azuolas Tubelis,2023,80.75,234.8,83.0,ARZ,35,30.1,19.8,7.8,13.7,0.57,0.3,0.9,0.313,3.9,5.1,0.764,2.7,6.5,9.1,2.0,1.1,0.7,2.4,2.8
Jarace Walker,2023,78.5,248.6,86.5,U of H,36,27.6,11.2,4.4,9.4,0.465,1.0,2.8,0.347,1.5,2.2,0.663,2.3,4.5,6.8,1.8,1.0,1.3,1.5,2.1
Cason Wallace,2023,74.5,195.2,80.5,UK,32,32.1,11.7,4.3,9.8,0.446,1.4,4.0,0.346,1.7,2.2,0.757,0.9,2.8,3.7,4.3,2.0,0.5,2.1,2.4
Cam Whitmore,2023,77.75,235.0,80.5,VILL,26,27.3,12.5,4.7,9.8,0.478,1.4,4.2,0.343,1.7,2.5,0.703,0.8,4.5,5.3,0.7,1.4,0.3,1.6,1.7
Jalen Wilson,2023,77.5,230.2,80.0,KU,36,35.4,20.1,6.9,16.0,0.43,1.9,5.8,0.337,4.4,5.5,0.799,1.6,6.7,8.3,2.2,0.9,0.5,2.3,2.1
Isaiah Wong,2023,74.5,178.4,78.75,UMFL,37,33.3,16.2,5.2,11.6,0.445,1.6,4.3,0.384,4.1,4.9,0.845,1.1,3.3,4.3,3.2,1.4,0.4,2.1,1.8
Michael Ajayi,2024,77.75,227.8,84.75,PEPP,33,34.7,17.2,6.2,13.4,0.467,1.2,2.5,0.47,3.5,5.0,0.709,2.3,7.6,9.9,1.9,0.9,0.5,2.0,2.5
Trey Alexander,2024,75.25,187.0,82.5,CREI,35,37.3,17.6,6.6,14.9,0.446,1.8,5.2,0.339,2.5,3.1,0.824,0.5,5.2,5.7,4.7,1.1,0.4,2.5,1.7
Reece Beekman,2024,73.25,196.4,78.5,UVA,34,32.8,14.3,5.3,11.9,0.443,0.9,2.9,0.31,2.8,3.7,0.754,0.4,3.3,3.6,6.2,2.0,0.5,2.1,1.3
Adem Bona,2024,80.25,243.2,87.75,UCLA,33,26.6,12.4,4.6,7.9,0.588,0.0,0.0,0.0,3.1,4.5,0.696,2.0,3.9,5.9,1.2,1.1,1.8,2.5,3.6
Jalen Bridges,2024,78.75,213.4,82.0,BAYL,35,31.8,12.2,4.1,8.8,0.466,2.1,5.1,0.412,1.9,2.3,0.823,1.9,3.7,5.7,1.4,1.1,0.6,1.0,1.5
Carlton Carrington,2024,75.75,194.8,80.0,PITT,33,33.2,13.8,4.8,11.7,0.412,2.0,6.1,0.322,2.2,2.8,0.785,0.5,4.7,5.2,4.1,0.6,0.2,1.9,2.4
Devin Carter,2024,74.25,193.0,80.75,PROV,34,34.3,19.1,6.4,13.6,0.473,2.5,6.6,0.377,3.8,5.0,0.749,1.0,7.4,8.4,3.5,1.7,0.9,2.6,1.9
Stephon Castle,2024,77.5,210.0,81.0,UConn,34,27.0,11.1,4.0,8.5,0.472,0.6,2.2,0.267,2.4,3.2,0.755,1.7,3.0,4.7,2.9,0.8,0.5,1.5,2.4
Cam Christie,2024,76.5,190.4,80.0,MINN,33,30.1,11.3,3.8,9.4,0.403,2.1,5.4,0.391,1.6,2.0,0.791,0.2,3.4,3.6,2.2,0.6,0.3,1.2,1.6
Nique Clifford,2024,77.0,198.6,80.0,COLST,36,30.3,12.2,4.6,8.9,0.522,1.1,3.0,0.376,1.8,2.3,0.759,1.1,6.6,7.6,3.0,1.4,0.9,1.8,2.8
Donovan Clingan,2024,85.75,282.0,90.75,UConn,35,22.6,13.0,5.3,8.3,0.639,0.1,0.2,0.25,2.3,4.0,0.583,2.5,4.9,7.4,1.5,0.5,2.5,0.8,2.0
Isaiah Collier,2024,74.5,204.6,76.75,USC,27,29.9,16.3,5.7,11.6,0.49,1.0,3.0,0.338,3.9,5.8,0.673,0.6,2.3,2.9,4.3,1.5,0.2,3.3,2.4
Tristan Da Silva,2024,80.25,216.8,82.25,COLO,34,34.0,16.0,5.8,11.8,0.493,1.9,4.8,0.395,2.5,3.0,0.835,0.9,4.1,5.1,2.4,1.1,0.6,1.8,2.0
Robert Dillingham,2024,73.0,164.2,75.0,UK,32,23.2,15.2,5.4,11.3,0.475,2.0,4.5,0.444,2.4,3.1,0.796,0.3,2.7,2.9,3.9,1.0,0.1,2.0,2.6
Zach Edey,2024,87.75,299.0,94.75,PURD,39,32.0,25.2,8.6,13.8,0.623,0.0,0.1,0.5,7.9,11.2,0.711,4.6,7.5,12.2,2.0,0.3,2.2,2.3,1.9
Jesse Edwards,2024,83.5,236.0,89.0,WVU,23,28.2,15.0,5.8,9.4,0.613,0.0,0.2,0.0,3.5,6.7,0.523,3.2,4.9,8.0,1.2,0.6,1.7,1.9,3.0
Boogie Ellis,2024,72.75,185.0,79.0,USC,29,33.6,16.5,5.6,13.1,0.427,3.0,7.2,0.418,2.3,3.2,0.72,0.3,3.2,3.5,3.0,1.4,0.1,1.8,1.9
Kyle Filipowski,2024,82.75,229.8,82.5,DUKE,36,30.4,16.4,6.1,12.1,0.506,1.1,3.1,0.348,3.1,4.6,0.671,2.2,6.1,8.3,2.8,1.1,1.5,2.1,3.0
Enrique Freeman,2024,79.25,212.0,86.0,AKR,35,32.4,18.6,6.7,11.4,0.584,0.6,1.5,0.37,4.7,6.5,0.728,3.6,9.4,12.9,1.6,0.8,1.7,2.5,2.8
Tyon Grant-Foster,2024,77.75,215.2,83.75,GCU,34,33.4,20.1,6.2,14.0,0.446,1.5,4.4,0.331,6.2,8.3,0.745,1.3,4.8,6.1,1.6,1.7,1.5,2.5,2.3
Coleman Hawkins,2024,80.25,215.2,84.0,ILL,35,31.7,12.1,4.1,9.1,0.451,1.7,4.6,0.369,2.2,2.7,0.792,1.4,4.7,6.1,2.7,1.5,1.1,1.6,2.6
DaRon Holmes II,2024,80.75,236.2,85.0,DAY,33,32.4,20.4,6.6,12.1,0.544,1.0,2.5,0.386,6.2,8.8,0.713,1.7,6.8,8.5,2.6,0.9,2.1,2.2,2.0
Oso Ighodaro,2024,81.5,222.0,83.0,MARQ,36,32.5,13.4,5.4,9.4,0.576,0.0,0.1,0.0,2.5,4.1,0.623,2.6,4.3,6.9,2.9,1.1,1.3,1.8,2.2
Harrison Ingram,2024,77.25,233.6,84.25,UNC,37,32.7,12.2,4.4,10.2,0.43,1.8,4.6,0.385,1.6,2.6,0.612,2.6,6.2,8.8,2.2,1.4,0.4,1.4,1.9
Keshad Johnson,2024,78.25,224.0,82.25,ARZ,36,27.6,11.5,4.2,7.9,0.53,1.0,2.6,0.387,2.1,3.0,0.71,2.0,3.9,5.9,1.8,1.0,0.7,1.6,2.1
Dillon Jones,2024,76.5,236.8,83.0,WEBER,31,37.0,20.8,6.9,14.2,0.489,1.1,3.4,0.324,5.8,6.8,0.857,0.8,9.0,9.8,5.2,2.0,0.1,3.0,2.3
David Jones,2024,75.5,211.2,78.75,MEMP,32,32.4,21.8,7.0,15.2,0.459,2.5,6.5,0.38,5.4,6.8,0.797,2.6,5.1,7.6,1.8,2.2,0.4,3.0,2.0
Isaac Jones,2024,79.75,235.0,87.0,WSU,35,31.8,15.3,5.7,9.9,0.575,0.0,0.4,0.071,3.9,5.5,0.712,2.3,5.3,7.6,1.5,0.5,1.1,1.9,2.0
Alex Karaban,2024,78.5,219.2,83.0,UConn,39,31.3,13.3,4.9,9.9,0.495,2.1,5.5,0.379,1.4,1.6,0.885,1.4,3.6,5.1,1.5,0.9,0.8,0.8,1.7
Dalton Knecht,2024,77.25,212.2,81.0,TENN,36,30.6,21.7,7.3,16.0,0.458,2.6,6.5,0.397,4.4,5.7,0.772,0.8,4.1,4.9,1.8,0.7,0.6,1.7,1.8
Tyler Kolek,2024,73.25,196.6,74.75,MARQ,31,33.0,15.3,5.6,11.3,0.496,1.5,3.9,0.388,2.6,3.0,0.851,0.7,4.2,4.9,7.7,1.6,0.2,2.9,1.0
Pelle Larsson,2024,77.25,212.4,79.5,ARZ,36,30.0,12.8,4.5,8.7,0.519,1.3,3.0,0.426,2.4,3.2,0.75,1.1,3.0,4.1,3.7,0.9,0.2,1.9,2.6
Jared McCain,2024,74.0,203.2,75.5,DUKE,36,31.6,14.3,4.9,10.5,0.462,2.4,5.8,0.414,2.1,2.4,0.885,0.8,4.2,5.0,1.9,1.1,0.1,1.3,1.6
Yves Missi,2024,82.75,229.4,86.0,BAYL,34,23.0,10.7,4.1,6.7,0.614,0.0,0.0,0.0,2.5,4.1,0.616,2.6,3.0,5.6,0.4,0.6,1.5,1.1,2.4
Ajay Mitchell,2024,75.25,197.0,78.25,UCSB,29,31.5,20.0,6.7,13.3,0.504,1.1,2.9,0.393,5.4,6.3,0.858,0.2,3.8,4.0,4.0,1.2,0.4,2.6,2.6
Jonathan Mogbo,2024,78.25,217.2,86.0,SANFR,34,28.9,14.2,6.1,9.5,0.636,0.0,0.1,0.0,2.1,3.1,0.692,3.3,6.8,10.1,3.6,1.6,0.8,1.8,2.6
Tristen Newton,2024,75.25,191.8,78.75,UConn,40,33.3,15.1,4.6,11.0,0.415,1.8,5.5,0.321,4.2,5.2,0.808,1.4,5.2,6.6,6.2,0.9,0.3,2.5,1.8
Quinten Post,2024,84.0,244.4,86.5,BOS,35,31.9,17.0,6.3,12.3,0.514,1.4,3.3,0.431,2.9,3.5,0.821,2.0,6.1,8.1,2.9,0.9,1.7,2.5,2.9
Antonio Reeves,2024,76.5,186.6,80.25,UK,33,31.4,20.2,7.1,13.9,0.512,2.5,5.7,0.447,3.4,4.0,0.863,0.7,3.4,4.2,1.6,0.7,0.2,1.2,1.8
Hunter Sallis,2024,75.5,179.4,81.75,WF,34,35.4,18.0,6.6,13.5,0.487,2.2,5.4,0.405,2.6,3.4,0.783,0.6,3.4,4.1,2.5,1.1,0.6,1.9,1.8
Payton Sandfort,2024,78.25,212.0,80.0,IOWA,34,30.5,16.4,5.3,11.9,0.446,2.8,7.3,0.379,3.0,3.3,0.911,1.2,5.4,6.6,2.7,0.7,0.4,1.3,2.5
Baylor Scheierman,2024,78.25,201.6,80.25,CREI,35,36.7,18.5,6.3,14.0,0.448,3.1,8.3,0.381,2.8,3.2,0.876,0.7,8.3,9.0,3.9,0.9,0.1,2.2,1.7
Mark Sears,2024,70.25,192.4,74.0,UA,37,33.6,21.5,6.8,13.4,0.508,2.6,5.9,0.436,5.4,6.2,0.857,0.9,3.3,4.2,4.0,1.6,0.1,2.4,2.0
Jamal Shead,2024,72.25,200.8,75.0,U of H,37,31.1,12.9,4.8,11.7,0.409,1.2,3.8,0.309,2.2,2.8,0.779,0.9,2.8,3.7,6.3,2.2,0.5,2.0,2.0
Reed Sheppard,2024,73.75,181.6,75.25,UK,33,28.9,12.5,4.3,8.0,0.536,2.3,4.4,0.521,1.6,2.0,0.831,0.4,3.8,4.1,4.5,2.5,0.7,2.0,1.9
KJ Simpson,2024,72.25,187.0,76.5,COLO,37,35.1,19.7,6.6,13.8,0.475,2.1,4.9,0.434,4.4,5.0,0.876,0.8,5.1,5.8,4.9,1.6,0.1,2.2,2.5
Cam Spencer,2024,75.0,201.8,77.0,UConn,40,32.8,14.3,4.9,10.1,0.484,2.5,5.6,0.44,2.1,2.3,0.911,1.1,3.8,4.9,3.6,1.5,0.3,1.0,2.2
JT Toppin,2024,79.0,221.0,84.5,UNM,36,26.6,12.4,5.4,8.6,0.623,0.3,0.9,0.344,1.3,2.4,0.565,3.7,5.4,9.1,0.6,1.1,1.9,0.9,2.6
Jaylon Tyson,2024,77.5,218.2,80.0,Cal,31,34.3,19.6,7.2,15.4,0.465,1.6,4.5,0.36,3.6,4.6,0.796,1.6,5.1,6.8,3.5,1.2,0.5,3.1,2.1
Ja'Kobe Walter,2024,76.25,197.6,82.0,BAYL,35,32.3,14.5,4.1,10.9,0.376,2.1,6.3,0.341,4.1,5.2,0.792,1.3,3.1,4.4,1.4,1.1,0.2,1.3,2.1
Kel'el Ware,2024,83.75,230.0,88.5,IU,30,32.2,15.9,6.3,10.7,0.586,0.6,1.3,0.425,2.8,4.5,0.634,2.1,7.8,9.9,1.5,0.6,1.9,1.6,2.0
Jamir Watkins,2024,77.0,211.6,82.75,FLAST,33,28.2,15.6,4.8,10.5,0.457,1.0,2.9,0.344,4.9,6.2,0.795,1.5,4.5,6.0,2.8,1.9,0.8,2.5,2.8
Jaylen Wells,2024,78.5,206.2,79.25,WSU,34,29.2,12.6,4.1,9.4,0.436,2.1,4.9,0.417,2.3,2.9,0.814,1.2,3.4,4.6,1.2,0.5,0.2,0.7,1.9
